date,7267.T,9501.T,5401.T,8604.T,9432.T,4755.T,5020.T,7201.T,9434.T,7733.T,4005.T,7261.T,2801.T,7211.T,6471.T
2022-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-20,0.0603369630604491,0.07450685325834125,0.06665609646121366,0.0719508288186802,0.07106863354965876,0.05851884298379382,0.07165006291178139,0.06778522004084025,0.06219350473333737,0.04851767806843485,0.07031361174724962,0.06961932305322532,0.06974177434654982,0.07090391214171951,0.0662366948247251
2022-07-21,0.0,0.12834367328622778,0.13129145787649904,0.09964893045547883,0.12354252582141527,0.0,0.10081227778450962,0.11190562857367113,0.10492566381901194,0.0,0.1078448640410007,0.0,0.0,0.0916849783421858,0.0
2022-07-22,0.0,0.0,0.16146334003759205,0.12143804355917963,0.15232134958159366,0.0,0.1212058347144426,0.1350132578888714,0.06464923114979253,0.0,0.132126798935936,0.0,0.0,0.11178214413259213,0.0
2022-07-25,0.0,0.0,0.1828939775234144,0.11398881841955315,0.18069569361202834,0.0,0.11530940445929383,0.12761078090308461,0.04923088645629646,0.0,0.12427220919993491,0.0,0.0,0.10599822942639436,0.0
2022-07-26,0.0,0.0,0.18769968218431696,0.11511343458186576,0.21767573699089893,0.0,0.11779339402264308,0.12801275714193797,0.040081280558284985,0.0,0.08483010872099346,0.0,0.0,0.1087936057990589,0.0
2022-07-27,0.0,0.0,0.19732532945755474,0.12191297177089931,0.23954730629799573,0.0,0.12564149142924902,0.13566306878495948,0.03001090935701974,0.0,0.049545286619047994,0.0,0.0,0.10035363628327397,0.0
2022-07-28,0.0,0.0,0.23764467826506658,0.1214293861725449,0.27882121597457965,0.0,0.118039047841693,0.09967057259354282,0.031220839426218935,0.0,0.0,0.0,0.0,0.11317425972635413,0.0
2022-07-29,0.0,0.0,0.2676281510793976,0.11599025023335688,0.318478015789741,0.0,0.1140537081515145,0.04878725170121581,0.030715194893148518,0.0,0.0,0.0,0.0,0.10434742815162579,0.0
2022-08-01,0.0,0.0,0.30445523970076405,0.07692986936725386,0.3657430091837166,0.0,0.1121114254884507,0.0,0.03300724754188484,0.0,0.0,0.0,0.0,0.10775320871792983,0.0
2022-08-02,0.0,0.0,0.32593528871208227,0.03604721753920881,0.3976907747745758,0.0,0.10613025361036116,0.0,0.03136998553388077,0.0,0.0,0.0,0.0,0.10282647982989124,0.0
2022-08-03,0.0,0.0,0.35343349066019536,0.0,0.42489066337608716,0.0,0.10491010088473264,0.0,0.021394125729007056,0.0,0.0,0.0,0.0,0.0953716193499778,0.0
2022-08-04,0.0,0.0,0.3655988497215825,0.0,0.43226691753663093,0.0,0.0971465325835771,0.0,0.010862135027944038,0.0,0.0,0.0,0.0,0.09412556513026543,0.0
2022-08-05,0.0,0.0,0.3985748802689571,0.0,0.4597967405883476,0.0,0.097556934394408,0.0,0.0,0.0,0.0,0.0,0.0,0.04407144474828749,0.0
2022-08-08,0.0,0.0,0.40535323749728625,0.0,0.49547727666964847,0.0,0.09916948583306523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-09,0.0,0.0,0.4156832887350775,0.0,0.5019304637367216,0.0,0.08238624752820087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-10,0.0,0.0,0.4233032907569488,0.0,0.5349558075280835,0.0,0.041740901714967665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-12,0.0,0.0,0.4356152971320639,0.0,0.5643847028679362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-15,0.0,0.0,0.42366154486758917,0.0,0.5763384551324109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-16,0.0,0.0,0.41867553058253637,0.0,0.5813244694174635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-17,0.0,0.0,0.39981431959898794,0.0,0.6001856804010121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-18,0.0033461572785728217,0.0041371535610337596,0.28593364216273787,0.004539004598417602,0.6703554452528036,0.006460135159539945,0.004073154927819887,0.0017629301094711151,0.005047438505011398,0.0035144115825413496,0.003531723651152104,0.001689907099610587,0.0015448902921903285,0.0013143275766606852,0.002749678242436981
2022-08-19,0.0,0.0,0.2800147854512232,0.0,0.7199852145487768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,0.0,0.0,0.2710832719945691,0.0,0.728916728005431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-23,0.0,0.0,0.26866862592349094,0.0,0.7313313740765092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-24,0.0,0.0,0.17948483837717216,0.0,0.8205151616228279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-25,0.0,0.0,0.1303765296904322,0.0,0.8696234703095678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-26,0.0,0.0,0.08538120776310626,0.0,0.9146187922368937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-29,0.0,0.0,0.06422300119336398,0.0,0.9357769988066361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-30,0.0,0.0,0.03250088385183061,0.0,0.9674991161481695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-08,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-09,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-15,0.0004184062324084952,0.0011879795982513135,0.0008879277351404582,0.00014593689724652956,0.9925284842630723,0.0021129354376044156,0.0007876111655898128,0.0,0.0,1.0813464227937481e-05,0.0007829957762736783,0.0004429977153089348,0.0006939117148760801,0.0,0.0
2022-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-16,0.07085285917909293,0.04887208297615801,0.07140252071209266,0.07409863207095466,0.06937671822152754,0.06824399206418912,0.06954599710264031,0.0697891008379601,0.06172403284019825,0.06521836095298147,0.0706879039104586,0.06633362867746508,0.06311682613763438,0.06549284739046513,0.06524449692618182
2022-11-17,0.0,0.08603953389320218,0.08884755949236381,0.11041465441820328,0.16476011351468609,0.0,0.10369926594678805,0.09463686434645018,0.11499814704377803,0.0,0.11214727933621858,0.0,0.0,0.12445658200830986,0.0
2022-11-18,0.0,0.04675671589283797,0.08994788051117743,0.09627980012447407,0.1969364971079035,0.0,0.10503863104252245,0.09895996729779118,0.11997485365369029,0.0,0.11454992274773025,0.0,0.0,0.13155573162187287,0.0
2022-11-21,0.0,0.05023431785621545,0.08414972095501472,0.09671303651007597,0.23238438321234958,0.0,0.09962189492108574,0.10344269670446368,0.12392115107598368,0.0,0.10979486849891605,0.0,0.0,0.09973793026589511,0.0
2022-11-22,0.0,0.05525819094216687,0.08963913727740663,0.08492271121011809,0.28192956979897865,0.0,0.08335526108130581,0.11176147473027531,0.13351339583239813,0.0,0.10225310208948217,0.0,0.0,0.05736715703786827,0.0
2022-11-24,0.0,0.05366317211956235,0.08610099623739666,0.07037800935001996,0.33288688335976424,0.0,0.04256159889714875,0.10799534636707168,0.14563903474964754,0.0,0.10276566786274406,0.0,0.0,0.05800929105664481,0.0
2022-11-25,0.0,0.05571771522430335,0.08273837491143539,0.0372642688957421,0.3728747759074786,0.0,0.04243304737875228,0.10634475384767036,0.15823586635606723,0.0,0.09343333528668515,0.0,0.0,0.05095786219186549,0.0
2022-11-28,0.0,0.06019917645677548,0.08055172513790398,0.0,0.4241960917032705,0.0,0.04556736503259114,0.11052196922146652,0.1792724743086424,0.0,0.09969119813935003,0.0,0.0,0.0,0.0
2022-11-29,0.0,0.05705840528104461,0.07441267120698081,0.0,0.46848620766826243,0.0,0.044782566656222655,0.10498041528992463,0.18701227325808267,0.0,0.06326746063948216,0.0,0.0,0.0,0.0
2022-11-30,0.0,0.053617605389071475,0.07308692601451525,0.0,0.4971640860159497,0.0,0.043635006086935456,0.1012327968904173,0.1969931235768465,0.0,0.03427045602626428,0.0,0.0,0.0,0.0
2022-12-01,0.0,0.05253398426890977,0.07324738387889927,0.0,0.5230496693470091,0.0,0.043470243676512976,0.09974945195540347,0.2079492668732654,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-02,0.0,0.05137026443206908,0.07135920279735218,0.0,0.5250483670597084,0.0,0.0430044277578229,0.09426078673828947,0.21495695121475808,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05,0.0,0.048187521012844535,0.07071956532410892,0.0,0.5341995942402835,0.0,0.04264900808713481,0.09108641678480076,0.21315789455082756,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-06,0.0,0.0,0.03951338090353709,0.0,0.5843754561100315,0.0,0.04338547215022655,0.09988672825462215,0.23283896258158276,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-07,0.0,0.0,0.03717843457689105,0.0,0.6000609114257864,0.0,0.039907959010941595,0.09279807915687188,0.2300546158295089,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-08,0.0,0.0,0.038619084433759984,0.0,0.6285002207149516,0.0,0.0,0.09509377275696537,0.23778692209432295,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-09,0.0,0.0,0.03708171982691106,0.0,0.6331347092826808,0.0,0.0,0.08966368131282211,0.24011988957758607,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-12,0.0,0.0,0.045458076690748125,0.0,0.5506811755942144,0.0,0.0,0.0901889663809173,0.3136717813341202,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-13,0.0,0.0,0.04362047636405643,0.0,0.4908851530851441,0.0,0.0,0.0896239216774809,0.3758704488733186,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14,0.0,0.0,0.042061154625046636,0.0,0.43650413967178964,0.0,0.0,0.08859698752261572,0.4328377181805481,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-15,0.0037024075228523747,0.004633248219493741,0.04441931059329117,0.005192830469115928,0.3913231340471291,0.0061411668211043295,0.005092764428966523,0.03722793765740131,0.47253093690586134,0.004284031658032139,0.0045090491809347075,0.004355647539393327,0.005366033525800673,0.0056765402453769105,0.0055449611852465535
2022-12-16,0.0,0.0,0.039506897029843356,0.0,0.39420276896738304,0.0,0.0,0.0,0.5662903340027736,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
