date,9432.T,9433.T,2914.T,3382.T
2021-05-12,0.0,0.0,0.0,0.0
2021-05-13,0.0,0.0,0.0,0.0
2021-05-14,0.0,0.0,0.0,0.0
2021-05-17,0.0,0.0,0.0,0.0
2021-05-18,0.0,0.0,0.0,0.0
2021-05-19,0.0,0.0,0.0,0.0
2021-05-20,0.0,0.0,0.0,0.0
2021-05-21,0.0,0.0,0.0,0.0
2021-05-24,0.0,0.0,0.0,0.0
2021-05-25,0.0,0.0,0.0,0.0
2021-05-26,0.0,0.0,0.0,0.0
2021-05-27,0.0,0.0,0.0,0.0
2021-05-28,0.0,0.0,0.0,0.0
2021-05-31,0.0,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0,0.0
2021-06-02,0.0,0.0,0.0,0.0
2021-06-03,0.0,0.0,0.0,0.0
2021-06-04,0.0,0.0,0.0,0.0
2021-06-07,0.0,0.0,0.0,0.0
2021-06-08,0.0,0.0,0.0,0.0
2021-06-09,0.0,0.0,0.0,0.0
2021-06-10,0.0,0.0,0.0,0.0
2021-06-11,0.0,0.0,0.0,0.0
2021-06-14,0.0,0.0,0.0,0.0
2021-06-15,0.0,0.0,0.0,0.0
2021-06-16,0.25034039260008284,0.2508694325670275,0.25102254358166565,0.24776763125122417
2021-06-17,0.25066273705013015,0.24494994097555065,0.24755071204774914,0.24268108994123236
2021-06-18,0.2536484974714579,0.2419321450059663,0.24913781983357333,0.24451400907693696
2021-06-21,0.0,0.0,0.0,0.0
2021-06-22,0.0,0.0,0.0,0.0
2021-06-23,0.0,0.0,0.0,0.0
2021-06-24,0.0,0.0,0.0,0.0
2021-06-25,0.0,0.0,0.0,0.0
2021-06-28,0.0,0.0,0.0,0.0
2021-06-29,0.0,0.0,0.0,0.0
2021-06-30,0.0,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0,0.0
2021-07-02,0.0,0.0,0.0,0.0
2021-07-05,0.0,0.0,0.0,0.0
2021-07-06,0.0,0.0,0.0,0.0
2021-07-07,0.0,0.0,0.0,0.0
2021-07-08,0.0,0.0,0.0,0.0
2021-07-09,0.0,0.0,0.0,0.0
2021-07-12,0.0,0.0,0.0,0.0
2021-07-13,0.0,0.0,0.0,0.0
2021-07-14,0.0,0.0,0.0,0.0
2021-07-15,0.0,0.0,0.0,0.0
2021-07-16,0.0,0.0,0.0,0.0
2021-07-19,0.0,0.0,0.0,0.0
2021-07-20,0.0,0.0,0.0,0.0
2021-07-21,0.0,0.0,0.0,0.0
2021-07-26,0.0,0.0,0.0,0.0
2021-07-27,0.0,0.0,0.0,0.0
2021-07-28,0.0,0.0,0.0,0.0
2021-07-29,0.0,0.0,0.0,0.0
2021-07-30,0.0,0.0,0.0,0.0
2021-08-02,0.0,0.0,0.0,0.0
2021-08-03,0.0,0.0,0.0,0.0
2021-08-04,0.0,0.0,0.0,0.0
2021-08-05,0.0,0.0,0.0,0.0
2021-08-06,0.0,0.0,0.0,0.0
2021-08-10,0.0,0.0,0.0,0.0
2021-08-11,0.0,0.0,0.0,0.0
2021-08-12,0.0,0.0,0.0,0.0
2021-08-13,0.0,0.0,0.0,0.0
2021-08-16,0.0,0.0,0.0,0.0
2021-08-17,0.0,0.0,0.0,0.0
2021-08-18,0.0,0.0,0.0,0.0
2021-08-19,0.0,0.0,0.0,0.0
2021-08-20,0.0,0.0,0.0,0.0
2021-08-23,0.0,0.0,0.0,0.0
2021-08-24,0.0,0.0,0.0,0.0
2021-08-25,0.0,0.0,0.0,0.0
2021-08-26,0.0,0.0,0.0,0.0
2021-08-27,0.0,0.0,0.0,0.0
2021-08-30,0.0,0.0,0.0,0.0
2021-08-31,0.0,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0,0.0
2021-09-02,0.0,0.0,0.0,0.0
2021-09-03,0.0,0.0,0.0,0.0
2021-09-06,0.0,0.0,0.0,0.0
2021-09-07,0.0,0.0,0.0,0.0
2021-09-08,0.0,0.0,0.0,0.0
2021-09-09,0.0,0.0,0.0,0.0
2021-09-10,0.0,0.0,0.0,0.0
2021-09-13,0.2495881650874589,0.24905342864340552,0.25231325244041514,0.24904515382872044
2021-09-14,0.2491171319229896,0.2526850988907305,0.2489732275651968,0.23883961418235009
2021-09-15,0.24907758975177,0.25569883597296644,0.2467114452289403,0.24042090407992892
2021-09-16,0.2503240482729722,0.25050259431487826,0.2479271854659371,0.244865228177448
2021-09-17,0.25443475449363206,0.2530596874468118,0.2463970071698581,0.24086764240716552
2021-09-21,0.25504724628444503,0.2512487705976277,0.24797809052421707,0.24155994432557495
2021-09-22,0.2536899261123008,0.250010414417324,0.2485525958078712,0.24412720108403616
2021-09-24,0.2550849246978951,0.2516183670115113,0.24743414438201852,0.2428565006541424
2021-09-27,0.25359993893056587,0.2505739859630396,0.2490887583918706,0.2442853431062901
2021-09-28,0.25492437717489413,0.2516241845644649,0.25058256918815436,0.2409784302336415
2021-09-29,0.2538973923447785,0.2535992338276291,0.25008711248305265,0.24051352370504972
2021-09-30,0.25243640054976485,0.2509216195166873,0.25302878734285017,0.24169994100255549
2021-10-01,0.2563230035948778,0.249316465895297,0.25380194802246386,0.23862402592699108
2021-10-04,0.2567872009044427,0.2503848306524111,0.25225154930730026,0.23864210551666643
2021-10-05,0.0,0.0,0.0,0.0
2021-10-06,0.0,0.0,0.0,0.0
2021-10-07,0.0,0.0,0.0,0.0
2021-10-08,0.0,0.0,0.0,0.0
2021-10-11,0.0,0.0,0.0,0.0
2021-10-12,0.0,0.0,0.0,0.0
2021-10-13,0.0,0.0,0.0,0.0
2021-10-14,0.0,0.0,0.0,0.0
2021-10-15,0.0,0.0,0.0,0.0
2021-10-18,0.0,0.0,0.0,0.0
2021-10-19,0.0,0.0,0.0,0.0
2021-10-20,0.0,0.0,0.0,0.0
2021-10-21,0.0,0.0,0.0,0.0
2021-10-22,0.0,0.0,0.0,0.0
2021-10-25,0.0,0.0,0.0,0.0
2021-10-26,0.0,0.0,0.0,0.0
2021-10-27,0.0,0.0,0.0,0.0
2021-10-28,0.0,0.0,0.0,0.0
2021-10-29,0.0,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0,0.0
2021-11-02,0.0,0.0,0.0,0.0
2021-11-04,0.0,0.0,0.0,0.0
2021-11-05,0.0,0.0,0.0,0.0
2021-11-08,0.0,0.0,0.0,0.0
2021-11-09,0.0,0.0,0.0,0.0
2021-11-10,0.0,0.0,0.0,0.0
2021-11-11,0.2487489422592605,0.252728946977099,0.2487641911343555,0.2497579196292851
2021-11-12,0.25069061116206404,0.24931322154047506,0.24177523459359468,0.24586770514769046
2021-11-15,0.2538896904308772,0.24981782592333804,0.24139526653992024,0.24551686108506146
2021-11-16,0.25474933610848544,0.24987197133337904,0.24212126292543748,0.24628852534818677
2021-11-17,0.25669237716735516,0.24969133425106826,0.24342092796796538,0.2449304588898836
2021-11-18,0.2587459345375884,0.25330266203483814,0.2444386970133024,0.23938570844969176
2021-11-19,0.25726406650429107,0.25312694193466034,0.2436758092144334,0.24239535103982685
2021-11-22,0.2594322930522941,0.2534331081653223,0.24442157707984336,0.2397704860920492
2021-11-24,0.25875852475845834,0.25564059527241145,0.24292385032342462,0.24032439067238445
2021-11-25,0.2601792513970235,0.25716624962073636,0.2411097795129608,0.23980037386686143
2021-11-26,0.0,0.0,0.0,0.0
2021-11-29,0.0,0.0,0.0,0.0
2021-11-30,0.0,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0,0.0
2021-12-02,0.0,0.0,0.0,0.0
2021-12-03,0.0,0.0,0.0,0.0
2021-12-06,0.0,0.0,0.0,0.0
2021-12-07,0.0,0.0,0.0,0.0
2021-12-08,0.0,0.0,0.0,0.0
2021-12-09,0.0,0.0,0.0,0.0
2021-12-10,0.0,0.0,0.0,0.0
2021-12-13,0.0,0.0,0.0,0.0
2021-12-14,0.0,0.0,0.0,0.0
2021-12-15,0.0,0.0,0.0,0.0
2021-12-16,0.0,0.0,0.0,0.0
2021-12-17,0.0,0.0,0.0,0.0
2021-12-20,0.0,0.0,0.0,0.0
2021-12-21,0.0,0.0,0.0,0.0
2021-12-22,0.0,0.0,0.0,0.0
2021-12-23,0.0,0.0,0.0,0.0
2021-12-24,0.0,0.0,0.0,0.0
2021-12-27,0.0,0.0,0.0,0.0
2021-12-28,0.0,0.0,0.0,0.0
2021-12-29,0.0,0.0,0.0,0.0
2021-12-30,0.0,0.0,0.0,0.0
2022-01-04,0.0,0.0,0.0,0.0
2022-01-05,0.0,0.0,0.0,0.0
2022-01-06,0.0,0.0,0.0,0.0
2022-01-07,0.0,0.0,0.0,0.0
2022-01-11,0.0,0.0,0.0,0.0
2022-01-12,0.0,0.0,0.0,0.0
2022-01-13,0.0,0.0,0.0,0.0
2022-01-14,0.0,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0,0.0
2022-01-18,0.0,0.0,0.0,0.0
2022-01-19,0.0,0.0,0.0,0.0
2022-01-20,0.0,0.0,0.0,0.0
2022-01-21,0.0,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0,0.0
2022-01-25,0.0,0.0,0.0,0.0
2022-01-26,0.0,0.0,0.0,0.0
2022-01-27,0.0,0.0,0.0,0.0
2022-01-28,0.0,0.0,0.0,0.0
2022-01-31,0.0,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0,0.0
2022-02-02,0.0,0.0,0.0,0.0
2022-02-03,0.0,0.0,0.0,0.0
2022-02-04,0.0,0.0,0.0,0.0
2022-02-07,0.0,0.0,0.0,0.0
2022-02-08,0.0,0.0,0.0,0.0
2022-02-09,0.0,0.0,0.0,0.0
2022-02-10,0.0,0.0,0.0,0.0
2022-02-14,0.0,0.0,0.0,0.0
2022-02-15,0.0,0.0,0.0,0.0
2022-02-16,0.0,0.0,0.0,0.0
2022-02-17,0.0,0.0,0.0,0.0
2022-02-18,0.0,0.0,0.0,0.0
2022-02-21,0.0,0.0,0.0,0.0
2022-02-22,0.0,0.0,0.0,0.0
2022-02-24,0.0,0.0,0.0,0.0
2022-02-25,0.0,0.0,0.0,0.0
2022-02-28,0.0,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0,0.0
2022-03-02,0.0,0.0,0.0,0.0
2022-03-03,0.0,0.0,0.0,0.0
2022-03-04,0.0,0.0,0.0,0.0
2022-03-07,0.0,0.0,0.0,0.0
2022-03-08,0.0,0.0,0.0,0.0
2022-03-09,0.0,0.0,0.0,0.0
2022-03-10,0.0,0.0,0.0,0.0
2022-03-11,0.0,0.0,0.0,0.0
2022-03-14,0.0,0.0,0.0,0.0
2022-03-15,0.0,0.0,0.0,0.0
2022-03-16,0.0,0.0,0.0,0.0
2022-03-17,0.0,0.0,0.0,0.0
2022-03-18,0.0,0.0,0.0,0.0
2022-03-22,0.0,0.0,0.0,0.0
2022-03-23,0.0,0.0,0.0,0.0
2022-03-24,0.0,0.0,0.0,0.0
2022-03-25,0.0,0.0,0.0,0.0
2022-03-28,0.0,0.0,0.0,0.0
2022-03-29,0.0,0.0,0.0,0.0
2022-03-30,0.0,0.0,0.0,0.0
2022-03-31,0.0,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0,0.0
2022-04-04,0.0,0.0,0.0,0.0
2022-04-05,0.0,0.0,0.0,0.0
2022-04-06,0.0,0.0,0.0,0.0
2022-04-07,0.0,0.0,0.0,0.0
2022-04-08,0.0,0.0,0.0,0.0
2022-04-11,0.0,0.0,0.0,0.0
2022-04-12,0.0,0.0,0.0,0.0
2022-04-13,0.0,0.0,0.0,0.0
2022-04-14,0.0,0.0,0.0,0.0
2022-04-15,0.0,0.0,0.0,0.0
2022-04-18,0.0,0.0,0.0,0.0
2022-04-19,0.0,0.0,0.0,0.0
2022-04-20,0.0,0.0,0.0,0.0
2022-04-21,0.0,0.0,0.0,0.0
2022-04-22,0.0,0.0,0.0,0.0
2022-04-25,0.0,0.0,0.0,0.0
2022-04-26,0.0,0.0,0.0,0.0
2022-04-27,0.0,0.0,0.0,0.0
2022-04-28,0.0,0.0,0.0,0.0
2022-05-02,0.0,0.0,0.0,0.0
2022-05-06,0.0,0.0,0.0,0.0
2022-05-09,0.0,0.0,0.0,0.0
2022-05-10,0.0,0.0,0.0,0.0
2022-05-11,0.0,0.0,0.0,0.0
2022-05-12,0.0,0.0,0.0,0.0
2022-05-13,0.0,0.0,0.0,0.0
2022-05-16,0.0,0.0,0.0,0.0
2022-05-17,0.0,0.0,0.0,0.0
2022-05-18,0.0,0.0,0.0,0.0
2022-05-19,0.0,0.0,0.0,0.0
2022-05-20,0.0,0.0,0.0,0.0
2022-05-23,0.0,0.0,0.0,0.0
2022-05-24,0.0,0.0,0.0,0.0
2022-05-25,0.0,0.0,0.0,0.0
2022-05-26,0.0,0.0,0.0,0.0
2022-05-27,0.0,0.0,0.0,0.0
2022-05-30,0.0,0.0,0.0,0.0
2022-05-31,0.0,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0,0.0
2022-06-02,0.0,0.0,0.0,0.0
2022-06-03,0.0,0.0,0.0,0.0
2022-06-06,0.0,0.0,0.0,0.0
2022-06-07,0.0,0.0,0.0,0.0
2022-06-08,0.0,0.0,0.0,0.0
2022-06-09,0.0,0.0,0.0,0.0
2022-06-10,0.24963413270755078,0.24901809881961368,0.2515344248675262,0.2498133436053094
2022-06-13,0.0,0.0,0.0,0.0
2022-06-14,0.0,0.0,0.0,0.0
2022-06-15,0.0,0.0,0.0,0.0
2022-06-16,0.0,0.0,0.0,0.0
2022-06-17,0.0,0.0,0.0,0.0
2022-06-20,0.0,0.0,0.0,0.0
2022-06-21,0.0,0.0,0.0,0.0
2022-06-22,0.0,0.0,0.0,0.0
2022-06-23,0.0,0.0,0.0,0.0
2022-06-24,0.0,0.0,0.0,0.0
2022-06-27,0.0,0.0,0.0,0.0
2022-06-28,0.0,0.0,0.0,0.0
2022-06-29,0.0,0.0,0.0,0.0
2022-06-30,0.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,0.0
2022-07-04,0.0,0.0,0.0,0.0
2022-07-05,0.0,0.0,0.0,0.0
2022-07-06,0.0,0.0,0.0,0.0
2022-07-07,0.0,0.0,0.0,0.0
2022-07-08,0.0,0.0,0.0,0.0
2022-07-11,0.0,0.0,0.0,0.0
2022-07-12,0.0,0.0,0.0,0.0
2022-07-13,0.0,0.0,0.0,0.0
2022-07-14,0.0,0.0,0.0,0.0
2022-07-15,0.0,0.0,0.0,0.0
2022-07-19,0.0,0.0,0.0,0.0
2022-07-20,0.0,0.0,0.0,0.0
2022-07-21,0.0,0.0,0.0,0.0
2022-07-22,0.0,0.0,0.0,0.0
2022-07-25,0.0,0.0,0.0,0.0
2022-07-26,0.0,0.0,0.0,0.0
2022-07-27,0.0,0.0,0.0,0.0
2022-07-28,0.0,0.0,0.0,0.0
2022-07-29,0.0,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,0.0
2022-08-02,0.0,0.0,0.0,0.0
2022-08-03,0.0,0.0,0.0,0.0
2022-08-04,0.0,0.0,0.0,0.0
2022-08-05,0.0,0.0,0.0,0.0
2022-08-08,0.24977352691724444,0.24874521460235235,0.25087461307753,0.2506066454028732
2022-08-09,0.2488367600095928,0.23981427793179597,0.24506539974178287,0.24195450212051645
2022-08-10,0.2546405174760879,0.23941995355263723,0.24630889959054664,0.24117216240975703
2022-08-12,0.25522882881572717,0.23902401372462298,0.2465263127237984,0.24510979939058977
2022-08-15,0.2577871577455243,0.23894908115271543,0.24496239384091595,0.2478303088624857
2022-08-16,0.25891116842412065,0.23808819341010132,0.24681711070130016,0.2477938980060276
2022-08-17,0.2603272248991364,0.23809110827251367,0.2456387942207724,0.24975679620481825
2022-08-18,0.26342947019274804,0.2385071565781425,0.2454100602737898,0.24784901043352053
2022-08-19,0.26434307721631406,0.23695255823040923,0.2463382877109989,0.2482900946875676
2022-08-22,0.26414698237621353,0.2365703026739807,0.2454732730770666,0.25047763831714737
2022-08-23,0.265507354577295,0.2388688412691479,0.24449477797753336,0.24849740213061006
2022-08-24,0.2651433509328182,0.23704548335104078,0.2447017892591853,0.2504744131061522
2022-08-25,0.26487165502143345,0.23820722440618983,0.24374207811481632,0.25054608313298543
2022-08-26,0.2640961887016216,0.23936627768558083,0.24422909435576726,0.2496713349420779
2022-08-29,0.2653448272770401,0.23788005106622193,0.24616846794902833,0.24794860868344257
2022-08-30,0.2669842916562036,0.24010261732416424,0.24461056492805416,0.24637335992090525
2022-08-31,0.26650244473019735,0.2408197417414268,0.2451243018560816,0.2456063684457237
2022-09-01,0.26633472909997047,0.24127118872096687,0.24799219959398722,0.24244192411286572
2022-09-02,0.26591029167516905,0.24038945780189078,0.24596528670074935,0.2457926624144471
2022-09-05,0.26529524030987,0.24005756955871943,0.24590106563010508,0.24679694058829812
2022-09-06,0.26470862106773846,0.24024098654904877,0.24736974380800553,0.2476806485752073
2022-09-07,0.26452019447693864,0.23911463646806003,0.24474636224556373,0.24968409322770527
2022-09-08,0.26814765366989324,0.23793420712099234,0.23966231709418342,0.25237596256418554
2022-09-09,0.2693728604109249,0.2396005762386112,0.23829291895349572,0.250859035658404
2022-09-12,0.26746316961688454,0.23803180604841045,0.23739576182971908,0.25525029256890386
2022-09-13,0.26760237404563825,0.2367993374088983,0.23842850282790418,0.2552980374514258
2022-09-14,0.26696747717465297,0.23621963793403716,0.23835773583628234,0.2565589436109211
2022-09-15,0.2660069942970355,0.23710011542610737,0.23886663641261013,0.25613002339782726
2022-09-16,0.0,0.0,0.0,0.0
2022-09-20,0.0,0.0,0.0,0.0
2022-09-21,0.0,0.0,0.0,0.0
2022-09-22,0.0,0.0,0.0,0.0
2022-09-26,0.0,0.0,0.0,0.0
2022-09-27,0.0,0.0,0.0,0.0
2022-09-28,0.0,0.0,0.0,0.0
2022-09-29,0.0,0.0,0.0,0.0
2022-09-30,0.0,0.0,0.0,0.0
2022-10-03,0.0,0.0,0.0,0.0
2022-10-04,0.0,0.0,0.0,0.0
2022-10-05,0.0,0.0,0.0,0.0
2022-10-06,0.0,0.0,0.0,0.0
2022-10-07,0.0,0.0,0.0,0.0
2022-10-11,0.0,0.0,0.0,0.0
2022-10-12,0.0,0.0,0.0,0.0
2022-10-13,0.0,0.0,0.0,0.0
2022-10-14,0.0,0.0,0.0,0.0
2022-10-17,0.0,0.0,0.0,0.0
2022-10-18,0.0,0.0,0.0,0.0
2022-10-19,0.0,0.0,0.0,0.0
2022-10-20,0.0,0.0,0.0,0.0
2022-10-21,0.0,0.0,0.0,0.0
2022-10-24,0.0,0.0,0.0,0.0
2022-10-25,0.0,0.0,0.0,0.0
2022-10-26,0.0,0.0,0.0,0.0
2022-10-27,0.0,0.0,0.0,0.0
2022-10-28,0.0,0.0,0.0,0.0
2022-10-31,0.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,0.0
2022-11-02,0.0,0.0,0.0,0.0
2022-11-04,0.0,0.0,0.0,0.0
2022-11-07,0.2516386688921317,0.25195988919268436,0.24724512324193595,0.24915631867324806
2022-11-08,0.2523395748584925,0.2487485353494496,0.23469826324147613,0.24046989133091534
2022-11-09,0.25303802643921597,0.24908540916770233,0.23734531514137336,0.2425293237733346
2022-11-10,0.25685766811032995,0.24748150362177326,0.23755612680062363,0.24456700359336386
2022-11-11,0.2575120618416603,0.249342380639399,0.23585408085455825,0.2466111830502692
2022-11-14,0.2603220243791316,0.2495150474990272,0.23900334889522998,0.24241687398111125
2022-11-15,0.2617806862866274,0.24343149619495835,0.23996456234235636,0.24823619012197123
2022-11-16,0.2633072564530787,0.2432923389699132,0.2397209372773547,0.24852934757010775
2022-11-17,0.26293009380222615,0.24344000853034553,0.2403896798342849,0.24884151628167755
2022-11-18,0.2663099399462301,0.24340982633191216,0.2389987671908111,0.2476502555229229
2022-11-21,0.26730332834084447,0.24283909009636792,0.24064804849943078,0.24630024828310074
2022-11-22,0.26876312216287945,0.24074667374901187,0.24031976356402474,0.2480184884813367
2022-11-24,0.26746457624215564,0.24012493242595975,0.24049062376005273,0.2497656243573344
2022-11-25,0.2677578943238691,0.2403749541642023,0.24084671871511418,0.24886604720947478
2022-11-28,0.2672600863929182,0.24141477799852787,0.24045005468676672,0.24872081992625722
2022-11-29,0.26649181935994454,0.24092878222253805,0.24135722342610239,0.24905172512320234
2022-11-30,0.266168020533968,0.24337209085342112,0.2421769017068943,0.24610439216006175
2022-12-01,0.26701997241755243,0.24249231381592035,0.24258414951161797,0.24571742348518738
2022-12-02,0.26555860682492205,0.24265664740365017,0.24461569548225007,0.24493881171514542
2022-12-05,0.26535571803111674,0.24197061860482513,0.24561647690630325,0.24482264982976293
2022-12-06,0.26550691676929444,0.24496498169347938,0.2459444648661671,0.2435836366710591
2022-12-07,0.2634162239273935,0.24185577209587195,0.23401782897239745,0.2462071445815935
2022-12-08,0.26610983800468324,0.2409242838055145,0.23473445329184808,0.2472769866418708
2022-12-09,0.2704043920664954,0.24009463464590858,0.2333366680183297,0.24814256488195452
2022-12-12,0.27182285137663675,0.23888644572856346,0.23372995045356182,0.2496711142950692
2022-12-13,0.2733664680660002,0.2401947244019239,0.23358586341444085,0.24842223438714547
2022-12-14,0.27411247359833746,0.24002522638486826,0.2319251165799432,0.25022584945958126
2022-12-15,0.27483109422429297,0.23944196627983794,0.23123052845353384,0.2515104903493491
2022-12-16,0.2743491443597371,0.23797127462415982,0.23269370793340374,0.25270150898039295
2022-12-19,0.0,0.0,0.0,0.0
2022-12-20,0.0,0.0,0.0,0.0
2022-12-21,0.0,0.0,0.0,0.0
2022-12-22,0.0,0.0,0.0,0.0
2022-12-23,0.0,0.0,0.0,0.0
2022-12-26,0.0,0.0,0.0,0.0
2022-12-27,0.0,0.0,0.0,0.0
2022-12-28,0.0,0.0,0.0,0.0
2022-12-29,0.0,0.0,0.0,0.0
2022-12-30,0.0,0.0,0.0,0.0
2023-01-04,0.0,0.0,0.0,0.0
2023-01-05,0.0,0.0,0.0,0.0
2023-01-06,0.0,0.0,0.0,0.0
2023-01-10,0.0,0.0,0.0,0.0
2023-01-11,0.0,0.0,0.0,0.0
2023-01-12,0.0,0.0,0.0,0.0
2023-01-13,0.0,0.0,0.0,0.0
2023-01-16,0.0,0.0,0.0,0.0
2023-01-17,0.0,0.0,0.0,0.0
2023-01-18,0.0,0.0,0.0,0.0
2023-01-19,0.0,0.0,0.0,0.0
2023-01-20,0.0,0.0,0.0,0.0
2023-01-23,0.0,0.0,0.0,0.0
2023-01-24,0.0,0.0,0.0,0.0
2023-01-25,0.0,0.0,0.0,0.0
2023-01-26,0.0,0.0,0.0,0.0
2023-01-27,0.0,0.0,0.0,0.0
2023-01-30,0.0,0.0,0.0,0.0
2023-01-31,0.0,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0,0.0
2023-02-02,0.0,0.0,0.0,0.0
2023-02-03,0.24992149100909006,0.25140751042797294,0.24961291792998352,0.2490580806329535
2023-02-06,0.24816363302078115,0.2535577125249283,0.24685709929312352,0.24392999200157242
2023-02-07,0.2504786000671608,0.2529511087622799,0.24808836357142008,0.24243372154912887
2023-02-08,0.2523452594235467,0.2537173480425596,0.2470619808891437,0.24229424987519418
2023-02-09,0.2527876834165934,0.2536158322305403,0.24781407874288283,0.24190510957262992
2023-02-10,0.25225373975865806,0.2531173873396761,0.2473766845791043,0.2441192846444826
2023-02-13,0.2524663088011048,0.25250268578144563,0.24833114082745067,0.2443081268543682
2023-02-14,0.2510635513301078,0.252006053182253,0.25077221593668875,0.24378954897727984
2023-02-15,0.2501176243550092,0.2506640808466454,0.2554081739615568,0.24145527486278187
2023-02-16,0.25036801533839276,0.24965802936836526,0.25460204891451765,0.2430177338397675
2023-02-17,0.25099778393251393,0.24928853692075967,0.25461899485567296,0.24273398311384886
2023-02-20,0.25336394924521705,0.24927940480760621,0.25317271894774407,0.2418513659428526
2023-02-21,0.25430366667187276,0.24878400748182825,0.25396691864032594,0.24060006173100873
2023-02-22,0.0,0.0,0.0,0.0
2023-02-24,0.0,0.0,0.0,0.0
2023-02-27,0.0,0.0,0.0,0.0
2023-02-28,0.0,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0,0.0
